"","id","Location.of.population","Country.list","Region","biome","year","pop","scalepop","Units","Sampling.method","population_int"
"35",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2004,4.51,-0.393213572854292,"Annual Index","Volunteer survey of set routes during peak breeding season",4510
"36",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2005,4.56,-0.373253493013972,"Annual Index","Volunteer survey of set routes during peak breeding season",4560
"37",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2006,4.94,-0.221556886227545,"Annual Index","Volunteer survey of set routes during peak breeding season",4940
"38",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2007,4.76,-0.293413173652695,"Annual Index","Volunteer survey of set routes during peak breeding season",4760
"39",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2008,3.58,-0.764471057884232,"Annual Index","Volunteer survey of set routes during peak breeding season",3580
"40",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2009,2.99,-1,"Annual Index","Volunteer survey of set routes during peak breeding season",2990
"41",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2010,3.79,-0.68063872255489,"Annual Index","Volunteer survey of set routes during peak breeding season",3790
"42",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2011,3.07,-0.968063872255489,"Annual Index","Volunteer survey of set routes during peak breeding season",3070
"43",14818,"British Columbia","Canada","North America","Temperate coniferous forests",2012,3.27,-0.888223552894212,"Annual Index","Volunteer survey of set routes during peak breeding season",3270
"44",14817,"Alberta","Canada","North America","Temperate coniferous forests",1974,0.224,-1,"Annual Index","Volunteer survey of set routes during peak breeding season",224
"45",14817,"Alberta","Canada","North America","Temperate coniferous forests",1975,0.235,-0.788461538461539,"Annual Index","Volunteer survey of set routes during peak breeding season",235
"46",14817,"Alberta","Canada","North America","Temperate coniferous forests",1976,0.236,-0.76923076923077,"Annual Index","Volunteer survey of set routes during peak breeding season",236
"47",14817,"Alberta","Canada","North America","Temperate coniferous forests",1977,0.229,-0.903846153846154,"Annual Index","Volunteer survey of set routes during peak breeding season",229
"48",14817,"Alberta","Canada","North America","Temperate coniferous forests",1978,0.24,-0.692307692307693,"Annual Index","Volunteer survey of set routes during peak breeding season",240
"49",14817,"Alberta","Canada","North America","Temperate coniferous forests",1979,0.232,-0.846153846153846,"Annual Index","Volunteer survey of set routes during peak breeding season",232
"50",14817,"Alberta","Canada","North America","Temperate coniferous forests",1980,0.251,-0.480769230769231,"Annual Index","Volunteer survey of set routes during peak breeding season",251
"51",14817,"Alberta","Canada","North America","Temperate coniferous forests",1981,0.246,-0.576923076923077,"Annual Index","Volunteer survey of set routes during peak breeding season",246
"52",14817,"Alberta","Canada","North America","Temperate coniferous forests",1982,0.232,-0.846153846153846,"Annual Index","Volunteer survey of set routes during peak breeding season",232
"53",14817,"Alberta","Canada","North America","Temperate coniferous forests",1983,0.23,-0.884615384615385,"Annual Index","Volunteer survey of set routes during peak breeding season",230
"54",14817,"Alberta","Canada","North America","Temperate coniferous forests",1984,0.258,-0.346153846153846,"Annual Index","Volunteer survey of set routes during peak breeding season",258
"55",14817,"Alberta","Canada","North America","Temperate coniferous forests",1985,0.248,-0.538461538461539,"Annual Index","Volunteer survey of set routes during peak breeding season",248
"56",14817,"Alberta","Canada","North America","Temperate coniferous forests",1986,0.25,-0.5,"Annual Index","Volunteer survey of set routes during peak breeding season",250
"57",14817,"Alberta","Canada","North America","Temperate coniferous forests",1987,0.252,-0.461538461538462,"Annual Index","Volunteer survey of set routes during peak breeding season",252
"58",14817,"Alberta","Canada","North America","Temperate coniferous forests",1988,0.253,-0.442307692307692,"Annual Index","Volunteer survey of set routes during peak breeding season",253
"59",14817,"Alberta","Canada","North America","Temperate coniferous forests",1989,0.231,-0.865384615384615,"Annual Index","Volunteer survey of set routes during peak breeding season",231
"60",14817,"Alberta","Canada","North America","Temperate coniferous forests",1990,0.249,-0.519230769230769,"Annual Index","Volunteer survey of set routes during peak breeding season",249
"61",14817,"Alberta","Canada","North America","Temperate coniferous forests",1991,0.256,-0.384615384615385,"Annual Index","Volunteer survey of set routes during peak breeding season",256
"62",14817,"Alberta","Canada","North America","Temperate coniferous forests",1992,0.264,-0.230769230769231,"Annual Index","Volunteer survey of set routes during peak breeding season",264
"63",14817,"Alberta","Canada","North America","Temperate coniferous forests",1993,0.241,-0.673076923076923,"Annual Index","Volunteer survey of set routes during peak breeding season",241
"64",14817,"Alberta","Canada","North America","Temperate coniferous forests",1994,0.253,-0.442307692307692,"Annual Index","Volunteer survey of set routes during peak breeding season",253
"65",14817,"Alberta","Canada","North America","Temperate coniferous forests",1995,0.258,-0.346153846153846,"Annual Index","Volunteer survey of set routes during peak breeding season",258
"66",14817,"Alberta","Canada","North America","Temperate coniferous forests",1996,0.274,-0.0384615384615382,"Annual Index","Volunteer survey of set routes during peak breeding season",274
"67",14817,"Alberta","Canada","North America","Temperate coniferous forests",1997,0.267,-0.173076923076923,"Annual Index","Volunteer survey of set routes during peak breeding season",267
"68",14817,"Alberta","Canada","North America","Temperate coniferous forests",1998,0.325,0.942307692307692,"Annual Index","Volunteer survey of set routes during peak breeding season",325
"69",14817,"Alberta","Canada","North America","Temperate coniferous forests",1999,0.29,0.269230769230769,"Annual Index","Volunteer survey of set routes during peak breeding season",290
"70",14817,"Alberta","Canada","North America","Temperate coniferous forests",2000,0.294,0.346153846153846,"Annual Index","Volunteer survey of set routes during peak breeding season",294
"71",14817,"Alberta","Canada","North America","Temperate coniferous forests",2001,0.3,0.461538461538461,"Annual Index","Volunteer survey of set routes during peak breeding season",300
"72",14817,"Alberta","Canada","North America","Temperate coniferous forests",2002,0.287,0.211538461538461,"Annual Index","Volunteer survey of set routes during peak breeding season",287
"73",14817,"Alberta","Canada","North America","Temperate coniferous forests",2003,0.328,1,"Annual Index","Volunteer survey of set routes during peak breeding season",328
"74",14817,"Alberta","Canada","North America","Temperate coniferous forests",2004,0.3,0.461538461538461,"Annual Index","Volunteer survey of set routes during peak breeding season",300
"75",14817,"Alberta","Canada","North America","Temperate coniferous forests",2005,0.285,0.173076923076922,"Annual Index","Volunteer survey of set routes during peak breeding season",285
"76",14817,"Alberta","Canada","North America","Temperate coniferous forests",2006,0.286,0.192307692307692,"Annual Index","Volunteer survey of set routes during peak breeding season",286
"77",14817,"Alberta","Canada","North America","Temperate coniferous forests",2007,0.275,-0.0192307692307689,"Annual Index","Volunteer survey of set routes during peak breeding season",275
"78",14817,"Alberta","Canada","North America","Temperate coniferous forests",2008,0.272,-0.0769230769230768,"Annual Index","Volunteer survey of set routes during peak breeding season",272
"79",14817,"Alberta","Canada","North America","Temperate coniferous forests",2009,0.273,-0.0576923076923075,"Annual Index","Volunteer survey of set routes during peak breeding season",273
"80",14817,"Alberta","Canada","North America","Temperate coniferous forests",2010,0.275,-0.0192307692307689,"Annual Index","Volunteer survey of set routes during peak breeding season",275
"81",14817,"Alberta","Canada","North America","Temperate coniferous forests",2011,0.293,0.326923076923076,"Annual Index","Volunteer survey of set routes during peak breeding season",293
"82",14817,"Alberta","Canada","North America","Temperate coniferous forests",2012,0.276,2.22044604925031e-16,"Annual Index","Volunteer survey of set routes during peak breeding season",276
"83",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1972,0.595,-0.9375,"Annual Index","Volunteer survey of set routes during peak breeding season",595
"84",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1973,0.585,-1,"Annual Index","Volunteer survey of set routes during peak breeding season",585
"85",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1974,0.595,-0.9375,"Annual Index","Volunteer survey of set routes during peak breeding season",595
"86",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1975,0.599,-0.9125,"Annual Index","Volunteer survey of set routes during peak breeding season",599
"87",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1976,0.609,-0.85,"Annual Index","Volunteer survey of set routes during peak breeding season",609
"88",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1977,0.61,-0.84375,"Annual Index","Volunteer survey of set routes during peak breeding season",610
"89",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1978,0.622,-0.76875,"Annual Index","Volunteer survey of set routes during peak breeding season",622
"90",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1979,0.627,-0.7375,"Annual Index","Volunteer survey of set routes during peak breeding season",627
"91",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1980,0.623,-0.7625,"Annual Index","Volunteer survey of set routes during peak breeding season",623
"92",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1981,0.64,-0.65625,"Annual Index","Volunteer survey of set routes during peak breeding season",640
"93",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1982,0.645,-0.625,"Annual Index","Volunteer survey of set routes during peak breeding season",645
"94",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1983,0.656,-0.55625,"Annual Index","Volunteer survey of set routes during peak breeding season",656
"95",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1984,0.666,-0.49375,"Annual Index","Volunteer survey of set routes during peak breeding season",666
"96",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1985,0.671,-0.4625,"Annual Index","Volunteer survey of set routes during peak breeding season",671
"97",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1986,0.672,-0.45625,"Annual Index","Volunteer survey of set routes during peak breeding season",672
"98",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1987,0.688,-0.35625,"Annual Index","Volunteer survey of set routes during peak breeding season",688
"99",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1988,0.694,-0.31875,"Annual Index","Volunteer survey of set routes during peak breeding season",694
"100",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1989,0.702,-0.26875,"Annual Index","Volunteer survey of set routes during peak breeding season",702
"101",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1990,0.709,-0.225,"Annual Index","Volunteer survey of set routes during peak breeding season",709
"102",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1991,0.718,-0.16875,"Annual Index","Volunteer survey of set routes during peak breeding season",718
"103",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1992,0.726,-0.11875,"Annual Index","Volunteer survey of set routes during peak breeding season",726
"104",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1993,0.727,-0.1125,"Annual Index","Volunteer survey of set routes during peak breeding season",727
"105",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1994,0.737,-0.05,"Annual Index","Volunteer survey of set routes during peak breeding season",737
"106",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1995,0.748,0.01875,"Annual Index","Volunteer survey of set routes during peak breeding season",748
"107",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1996,0.752,0.04375,"Annual Index","Volunteer survey of set routes during peak breeding season",752
"108",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1997,0.766,0.13125,"Annual Index","Volunteer survey of set routes during peak breeding season",766
"109",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1998,0.758,0.08125,"Annual Index","Volunteer survey of set routes during peak breeding season",758
"110",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",1999,0.801,0.35,"Annual Index","Volunteer survey of set routes during peak breeding season",801
"111",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2000,0.822,0.48125,"Annual Index","Volunteer survey of set routes during peak breeding season",822
"112",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2001,0.745,0,"Annual Index","Volunteer survey of set routes during peak breeding season",745
"113",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2002,0.796,0.31875,"Annual Index","Volunteer survey of set routes during peak breeding season",796
"114",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2003,0.81,0.40625,"Annual Index","Volunteer survey of set routes during peak breeding season",810
"115",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2004,0.813,0.425,"Annual Index","Volunteer survey of set routes during peak breeding season",813
"116",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2005,0.848,0.64375,"Annual Index","Volunteer survey of set routes during peak breeding season",848
"117",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2006,0.838,0.58125,"Annual Index","Volunteer survey of set routes during peak breeding season",838
"118",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2007,0.847,0.6375,"Annual Index","Volunteer survey of set routes during peak breeding season",847
"119",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2008,0.89,0.90625,"Annual Index","Volunteer survey of set routes during peak breeding season",890
"120",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2009,0.867,0.7625,"Annual Index","Volunteer survey of set routes during peak breeding season",867
"121",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2010,0.879,0.8375,"Annual Index","Volunteer survey of set routes during peak breeding season",879
"122",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2011,0.86,0.71875,"Annual Index","Volunteer survey of set routes during peak breeding season",860
"123",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2012,0.895,0.9375,"Annual Index","Volunteer survey of set routes during peak breeding season",895
"124",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2013,0.905,1,"Annual Index","Volunteer survey of set routes during peak breeding season",905
"125",14816,"Saskatchewan","Canada","North America","Boreal forests/taiga",2014,0.902,0.98125,"Annual Index","Volunteer survey of set routes during peak breeding season",902
"126",14815,"Quebec","Canada","North America","Boreal forests/taiga",1970,6.28,-0.686888454011742,"Annual Index","Volunteer survey of set routes during peak breeding season",6280
"127",14815,"Quebec","Canada","North America","Boreal forests/taiga",1971,6.07,-0.727984344422701,"Annual Index","Volunteer survey of set routes during peak breeding season",6070
"128",14815,"Quebec","Canada","North America","Boreal forests/taiga",1972,6.82,-0.581213307240704,"Annual Index","Volunteer survey of set routes during peak breeding season",6820
"129",14815,"Quebec","Canada","North America","Boreal forests/taiga",1973,7.44,-0.459882583170254,"Annual Index","Volunteer survey of set routes during peak breeding season",7440
"130",14815,"Quebec","Canada","North America","Boreal forests/taiga",1974,8.04,-0.342465753424658,"Annual Index","Volunteer survey of set routes during peak breeding season",8040
"131",14815,"Quebec","Canada","North America","Boreal forests/taiga",1975,7.71,-0.407045009784736,"Annual Index","Volunteer survey of set routes during peak breeding season",7710
"132",14815,"Quebec","Canada","North America","Boreal forests/taiga",1976,9.51,-0.0547945205479452,"Annual Index","Volunteer survey of set routes during peak breeding season",9510
"133",14815,"Quebec","Canada","North America","Boreal forests/taiga",1977,5.33,-0.87279843444227,"Annual Index","Volunteer survey of set routes during peak breeding season",5330
"134",14815,"Quebec","Canada","North America","Boreal forests/taiga",1978,4.68,-1,"Annual Index","Volunteer survey of set routes during peak breeding season",4680
"135",14815,"Quebec","Canada","North America","Boreal forests/taiga",1979,5.1,-0.917808219178082,"Annual Index","Volunteer survey of set routes during peak breeding season",5100
"136",14815,"Quebec","Canada","North America","Boreal forests/taiga",1980,6.21,-0.700587084148728,"Annual Index","Volunteer survey of set routes during peak breeding season",6210
"137",14815,"Quebec","Canada","North America","Boreal forests/taiga",1981,5.01,-0.935420743639922,"Annual Index","Volunteer survey of set routes during peak breeding season",5010
"138",14815,"Quebec","Canada","North America","Boreal forests/taiga",1982,5.55,-0.829745596868884,"Annual Index","Volunteer survey of set routes during peak breeding season",5550
"139",14815,"Quebec","Canada","North America","Boreal forests/taiga",1983,7.08,-0.530332681017613,"Annual Index","Volunteer survey of set routes during peak breeding season",7080
"140",14815,"Quebec","Canada","North America","Boreal forests/taiga",1984,6.32,-0.679060665362035,"Annual Index","Volunteer survey of set routes during peak breeding season",6320
"141",14815,"Quebec","Canada","North America","Boreal forests/taiga",1985,6.44,-0.655577299412916,"Annual Index","Volunteer survey of set routes during peak breeding season",6440
"142",14815,"Quebec","Canada","North America","Boreal forests/taiga",1986,6.8,-0.585127201565558,"Annual Index","Volunteer survey of set routes during peak breeding season",6800
"143",14815,"Quebec","Canada","North America","Boreal forests/taiga",1987,8.15,-0.320939334637965,"Annual Index","Volunteer survey of set routes during peak breeding season",8150
"144",14815,"Quebec","Canada","North America","Boreal forests/taiga",1988,8.19,-0.313111545988258,"Annual Index","Volunteer survey of set routes during peak breeding season",8190
"145",14815,"Quebec","Canada","North America","Boreal forests/taiga",1989,10.4,0.119373776908024,"Annual Index","Volunteer survey of set routes during peak breeding season",10400
"146",14815,"Quebec","Canada","North America","Boreal forests/taiga",1990,8.75,-0.203522504892368,"Annual Index","Volunteer survey of set routes during peak breeding season",8750
"147",14815,"Quebec","Canada","North America","Boreal forests/taiga",1991,8.6,-0.232876712328767,"Annual Index","Volunteer survey of set routes during peak breeding season",8600
"148",14815,"Quebec","Canada","North America","Boreal forests/taiga",1992,8.45,-0.262230919765166,"Annual Index","Volunteer survey of set routes during peak breeding season",8450
"149",14815,"Quebec","Canada","North America","Boreal forests/taiga",1993,11.9,0.412915851272016,"Annual Index","Volunteer survey of set routes during peak breeding season",11900
"150",14815,"Quebec","Canada","North America","Boreal forests/taiga",1994,11.9,0.412915851272016,"Annual Index","Volunteer survey of set routes during peak breeding season",11900
"151",14815,"Quebec","Canada","North America","Boreal forests/taiga",1995,13.7,0.765166340508806,"Annual Index","Volunteer survey of set routes during peak breeding season",13700
"152",14815,"Quebec","Canada","North America","Boreal forests/taiga",1996,8.13,-0.324853228962818,"Annual Index","Volunteer survey of set routes during peak breeding season",8130
"153",14815,"Quebec","Canada","North America","Boreal forests/taiga",1997,9.05,-0.144814090019569,"Annual Index","Volunteer survey of set routes during peak breeding season",9050
"154",14815,"Quebec","Canada","North America","Boreal forests/taiga",1998,11.5,0.334637964774951,"Annual Index","Volunteer survey of set routes during peak breeding season",11500
"155",14815,"Quebec","Canada","North America","Boreal forests/taiga",1999,11.4,0.315068493150685,"Annual Index","Volunteer survey of set routes during peak breeding season",11400
"156",14815,"Quebec","Canada","North America","Boreal forests/taiga",2000,10.3,0.0998043052837574,"Annual Index","Volunteer survey of set routes during peak breeding season",10300
"157",14815,"Quebec","Canada","North America","Boreal forests/taiga",2001,9.87,0.0156555772994127,"Annual Index","Volunteer survey of set routes during peak breeding season",9870
"158",14815,"Quebec","Canada","North America","Boreal forests/taiga",2002,10.9,0.217221135029354,"Annual Index","Volunteer survey of set routes during peak breeding season",10900
"159",14815,"Quebec","Canada","North America","Boreal forests/taiga",2003,10,0.0410958904109588,"Annual Index","Volunteer survey of set routes during peak breeding season",10000
"160",14815,"Quebec","Canada","North America","Boreal forests/taiga",2004,11.1,0.256360078277886,"Annual Index","Volunteer survey of set routes during peak breeding season",11100
"161",14815,"Quebec","Canada","North America","Boreal forests/taiga",2005,13.1,0.647749510763209,"Annual Index","Volunteer survey of set routes during peak breeding season",13100
"162",14815,"Quebec","Canada","North America","Boreal forests/taiga",2006,14.9,1,"Annual Index","Volunteer survey of set routes during peak breeding season",14900
"163",14815,"Quebec","Canada","North America","Boreal forests/taiga",2007,10.5,0.13894324853229,"Annual Index","Volunteer survey of set routes during peak breeding season",10500
"164",14815,"Quebec","Canada","North America","Boreal forests/taiga",2008,8.37,-0.277886497064579,"Annual Index","Volunteer survey of set routes during peak breeding season",8370
"165",14815,"Quebec","Canada","North America","Boreal forests/taiga",2009,10.8,0.197651663405088,"Annual Index","Volunteer survey of set routes during peak breeding season",10800
"166",14815,"Quebec","Canada","North America","Boreal forests/taiga",2010,11.4,0.315068493150685,"Annual Index","Volunteer survey of set routes during peak breeding season",11400
"167",14815,"Quebec","Canada","North America","Boreal forests/taiga",2011,7.27,-0.493150684931507,"Annual Index","Volunteer survey of set routes during peak breeding season",7270
"168",14815,"Quebec","Canada","North America","Boreal forests/taiga",2012,9.73,-0.0117416829745596,"Annual Index","Volunteer survey of set routes during peak breeding season",9730
"169",14815,"Quebec","Canada","North America","Boreal forests/taiga",2013,12.5,0.530332681017613,"Annual Index","Volunteer survey of set routes during peak breeding season",12500
"170",14815,"Quebec","Canada","North America","Boreal forests/taiga",2014,10.7,0.178082191780822,"Annual Index","Volunteer survey of set routes during peak breeding season",10700
"171",14814,"Ontario","Canada","North America","Boreal forests/taiga",1970,6.74,-0.465921787709497,"Annual Index","Volunteer survey of set routes during peak breeding season",6740
"172",14814,"Ontario","Canada","North America","Boreal forests/taiga",1971,7.83,-0.222346368715084,"Annual Index","Volunteer survey of set routes during peak breeding season",7830
"173",14814,"Ontario","Canada","North America","Boreal forests/taiga",1972,4.83,-0.892737430167598,"Annual Index","Volunteer survey of set routes during peak breeding season",4830
"174",14814,"Ontario","Canada","North America","Boreal forests/taiga",1973,5.23,-0.803351955307262,"Annual Index","Volunteer survey of set routes during peak breeding season",5230
"175",14814,"Ontario","Canada","North America","Boreal forests/taiga",1974,7.31,-0.33854748603352,"Annual Index","Volunteer survey of set routes during peak breeding season",7310
"176",14814,"Ontario","Canada","North America","Boreal forests/taiga",1975,11.7,0.642458100558659,"Annual Index","Volunteer survey of set routes during peak breeding season",11700
"177",14814,"Ontario","Canada","North America","Boreal forests/taiga",1976,7.78,-0.233519553072626,"Annual Index","Volunteer survey of set routes during peak breeding season",7780
"178",14814,"Ontario","Canada","North America","Boreal forests/taiga",1977,5.55,-0.731843575418994,"Annual Index","Volunteer survey of set routes during peak breeding season",5550
"179",14814,"Ontario","Canada","North America","Boreal forests/taiga",1978,4.35,-1,"Annual Index","Volunteer survey of set routes during peak breeding season",4350
"180",14814,"Ontario","Canada","North America","Boreal forests/taiga",1979,5.55,-0.731843575418994,"Annual Index","Volunteer survey of set routes during peak breeding season",5550
"181",14814,"Ontario","Canada","North America","Boreal forests/taiga",1980,6.43,-0.535195530726257,"Annual Index","Volunteer survey of set routes during peak breeding season",6430
"182",14814,"Ontario","Canada","North America","Boreal forests/taiga",1981,4.96,-0.863687150837989,"Annual Index","Volunteer survey of set routes during peak breeding season",4960
"183",14814,"Ontario","Canada","North America","Boreal forests/taiga",1982,6.03,-0.624581005586592,"Annual Index","Volunteer survey of set routes during peak breeding season",6030
"184",14814,"Ontario","Canada","North America","Boreal forests/taiga",1983,7.34,-0.331843575418994,"Annual Index","Volunteer survey of set routes during peak breeding season",7340
"185",14814,"Ontario","Canada","North America","Boreal forests/taiga",1984,6.1,-0.608938547486034,"Annual Index","Volunteer survey of set routes during peak breeding season",6100
"186",14814,"Ontario","Canada","North America","Boreal forests/taiga",1985,6.57,-0.50391061452514,"Annual Index","Volunteer survey of set routes during peak breeding season",6570
"187",14814,"Ontario","Canada","North America","Boreal forests/taiga",1986,6.97,-0.414525139664805,"Annual Index","Volunteer survey of set routes during peak breeding season",6970
